Customer_ID,Tenure_Months,Contract_Type,Monthly_Revenue,Support_Tickets,Login_Frequency,Feature_Adoption_Score,LTV,Churn_Label,Is_High_Value,Contract_Type_Encoded,Cluster,Segment,Churn_Probability,Risk_Level,Retention_Strategy,Revenue_at_Risk
CUST-01354,6,Two Year,123.24,1,30,8,739.44,0,0,2,2,Inactive/Low-Engagement,7.32,Low,Customer Success - Standard Engagement,9.02
CUST-01355,6,Two Year,296.92,1,26,7,1781.52,1,0,2,2,Inactive/Low-Engagement,36.4,High,Product Reactivation Campaign - Feature Education,108.08
CUST-01356,3,One Year,435.9,0,30,2,1307.7,0,1,1,0,Power Users,13.98,Low,Customer Success - Standard Engagement,60.94
CUST-01357,7,Monthly,281.38,2,21,3,1969.66,0,0,0,0,Power Users,40.73,High,Retention Specialist - Standard Loyalty Offer,114.61
CUST-01358,51,Monthly,357.57,2,4,7,18236.07,0,0,0,3,Standard Users,50.55,High,Retention Specialist - Standard Loyalty Offer,180.75
CUST-01359,8,Monthly,83.86,3,29,8,670.88,0,0,0,2,Inactive/Low-Engagement,11.08,Low,Customer Success - Standard Engagement,9.29
CUST-01360,42,Monthly,252.05,1,1,9,10586.1,1,0,0,3,Standard Users,50.64,High,Retention Specialist - Standard Loyalty Offer,127.64
CUST-01361,52,One Year,92.7,2,3,6,4820.4,0,0,1,3,Standard Users,39.01,High,Retention Specialist - Standard Loyalty Offer,36.16
CUST-01362,15,Monthly,319.76,3,11,10,4796.4,0,0,0,1,Frustrated/High-Support,28.76,Medium,Priority Support Follow-up - Technical Resolution,91.96
CUST-01363,47,Monthly,176.47,3,5,3,8294.09,0,0,0,1,Frustrated/High-Support,77.32,High,Priority Support Follow-up - Technical Resolution,136.45
CUST-01364,29,Two Year,179.27,2,27,9,5198.83,0,0,2,2,Inactive/Low-Engagement,5.15,Low,Customer Success - Standard Engagement,9.23
CUST-01365,33,Monthly,84.55,0,19,5,2790.15,0,0,0,0,Power Users,20.38,Medium,Automated Re-engagement Email Series,17.23
CUST-01366,52,Monthly,189.61,1,26,4,9859.72,0,0,0,0,Power Users,26.3,Medium,Automated Re-engagement Email Series,49.87
CUST-01367,30,Monthly,278.0,1,26,9,8340.0,0,0,0,2,Inactive/Low-Engagement,14.05,Low,Customer Success - Standard Engagement,39.06
CUST-01368,39,One Year,313.1,2,29,10,12210.9,0,0,1,2,Inactive/Low-Engagement,4.98,Low,Customer Success - Standard Engagement,15.59
CUST-01369,27,One Year,80.0,1,14,2,2160.0,0,0,1,0,Power Users,33.72,High,Retention Specialist - Standard Loyalty Offer,26.98
CUST-01370,36,Monthly,343.16,0,6,10,12353.76,0,0,0,3,Standard Users,31.13,High,Retention Specialist - Standard Loyalty Offer,106.83
CUST-01371,29,One Year,269.99,0,28,4,7829.71,0,0,1,0,Power Users,11.11,Low,Customer Success - Standard Engagement,30.0
CUST-01372,38,One Year,291.61,6,5,6,11081.18,1,0,1,1,Frustrated/High-Support,68.14,High,Priority Support Follow-up - Technical Resolution,198.7
CUST-01373,57,Two Year,424.76,2,21,6,24211.32,0,1,2,2,Inactive/Low-Engagement,12.18,Low,Customer Success - Standard Engagement,51.74
CUST-01374,33,Two Year,204.0,0,30,10,6732.0,0,0,2,2,Inactive/Low-Engagement,6.74,Low,Customer Success - Standard Engagement,13.75
CUST-01375,37,Two Year,128.32,0,25,5,4747.84,0,0,2,0,Power Users,10.58,Low,Customer Success - Standard Engagement,13.58
CUST-01376,27,One Year,298.31,3,29,10,8054.37,0,0,1,2,Inactive/Low-Engagement,7.89,Low,Customer Success - Standard Engagement,23.54
CUST-01377,55,Monthly,475.26,1,13,7,26139.3,0,1,0,2,Inactive/Low-Engagement,29.73,Medium,Product Reactivation Campaign - Feature Education,141.29
CUST-01378,33,Monthly,283.04,3,17,5,9340.32,0,0,0,1,Frustrated/High-Support,43.9,High,Priority Support Follow-up - Technical Resolution,124.25
CUST-01379,4,Monthly,424.36,0,26,6,1697.44,0,1,0,2,Inactive/Low-Engagement,27.15,Medium,Product Reactivation Campaign - Feature Education,115.21
CUST-01380,22,One Year,390.66,1,28,1,8594.52,0,0,1,0,Power Users,13.66,Low,Customer Success - Standard Engagement,53.36
CUST-01381,2,Two Year,283.25,1,6,8,566.5,0,0,2,3,Standard Users,30.68,High,Retention Specialist - Standard Loyalty Offer,86.9
CUST-01382,10,One Year,341.4,2,24,5,3414.0,0,0,1,0,Power Users,23.12,Medium,Automated Re-engagement Email Series,78.93
CUST-01383,5,Monthly,233.01,2,5,5,1165.05,1,0,0,3,Standard Users,57.47,High,Retention Specialist - Standard Loyalty Offer,133.91
CUST-01384,59,One Year,288.78,1,23,10,17038.02,0,0,1,2,Inactive/Low-Engagement,11.01,Low,Customer Success - Standard Engagement,31.79
CUST-01385,10,Two Year,278.28,1,5,6,2782.8,0,0,2,3,Standard Users,44.61,High,Retention Specialist - Standard Loyalty Offer,124.14
CUST-01386,33,One Year,369.1,2,5,6,12180.3,0,0,1,3,Standard Users,58.23,High,Retention Specialist - Standard Loyalty Offer,214.93
CUST-01387,54,Two Year,234.49,0,19,8,12662.46,0,0,2,2,Inactive/Low-Engagement,14.75,Low,Customer Success - Standard Engagement,34.59
CUST-01388,38,Two Year,94.9,1,21,4,3606.2,0,0,2,0,Power Users,18.53,Medium,Automated Re-engagement Email Series,17.58
CUST-01389,13,Two Year,404.92,2,9,4,5263.96,0,0,2,3,Standard Users,59.43,High,Retention Specialist - Standard Loyalty Offer,240.64
CUST-01390,31,One Year,358.18,0,3,3,11103.58,0,0,1,3,Standard Users,39.41,High,Retention Specialist - Standard Loyalty Offer,141.16
CUST-01391,47,One Year,477.56,0,9,9,22445.32,0,1,1,3,Standard Users,15.15,Medium,Automated Re-engagement Email Series,72.35
CUST-01392,36,Monthly,242.92,3,21,8,8745.12,1,0,0,1,Frustrated/High-Support,46.75,High,Priority Support Follow-up - Technical Resolution,113.57
CUST-01393,45,Monthly,85.19,1,0,5,3833.55,0,0,0,3,Standard Users,46.1,High,Retention Specialist - Standard Loyalty Offer,39.27
CUST-01394,24,One Year,104.73,1,22,8,2513.52,0,0,1,2,Inactive/Low-Engagement,25.3,Medium,Product Reactivation Campaign - Feature Education,26.5
CUST-01395,52,Monthly,397.99,1,13,6,20695.48,0,0,0,3,Standard Users,39.66,High,Retention Specialist - Standard Loyalty Offer,157.84
CUST-01396,56,Two Year,80.49,3,17,5,4507.44,0,0,2,1,Frustrated/High-Support,14.71,Low,Customer Success - Standard Engagement,11.84
CUST-01397,15,Monthly,458.52,1,21,9,6877.8,0,1,0,2,Inactive/Low-Engagement,10.35,Low,Customer Success - Standard Engagement,47.46
CUST-01398,29,Two Year,176.74,0,8,9,5125.46,0,0,2,3,Standard Users,27.31,Medium,Automated Re-engagement Email Series,48.27
CUST-01399,8,Monthly,454.5,3,9,8,3636.0,0,1,0,1,Frustrated/High-Support,52.5,High,CRITICAL: Dedicated AM Outreach + Custom Discount,238.61
CUST-01400,5,Monthly,398.08,5,18,10,1990.4,0,0,0,1,Frustrated/High-Support,14.79,Low,Customer Success - Standard Engagement,58.88
CUST-01401,29,Two Year,442.04,2,3,3,12819.16,1,1,2,3,Standard Users,72.56,High,CRITICAL: Dedicated AM Outreach + Custom Discount,320.74
CUST-01402,47,Monthly,146.32,1,20,9,6877.04,0,0,0,2,Inactive/Low-Engagement,10.38,Low,Customer Success - Standard Engagement,15.19
CUST-01403,4,Monthly,318.06,0,23,6,1272.24,0,0,0,2,Inactive/Low-Engagement,32.21,High,Product Reactivation Campaign - Feature Education,102.45
CUST-01404,12,Monthly,92.12,1,12,9,1105.44,0,0,0,2,Inactive/Low-Engagement,32.26,High,Product Reactivation Campaign - Feature Education,29.72
CUST-01405,45,One Year,141.03,1,9,1,6346.35,0,0,1,0,Power Users,41.15,High,Retention Specialist - Standard Loyalty Offer,58.03
CUST-01406,2,Monthly,189.46,1,12,1,378.92,0,0,0,0,Power Users,40.39,High,Retention Specialist - Standard Loyalty Offer,76.52
CUST-01407,27,One Year,383.37,2,21,6,10350.99,0,0,1,2,Inactive/Low-Engagement,29.34,Medium,Product Reactivation Campaign - Feature Education,112.48
CUST-01408,31,One Year,61.12,1,11,4,1894.72,0,0,1,3,Standard Users,25.39,Medium,Automated Re-engagement Email Series,15.52
CUST-01409,51,One Year,456.4,0,23,5,23276.4,0,1,1,0,Power Users,18.17,Medium,Automated Re-engagement Email Series,82.93
CUST-01410,51,One Year,81.86,1,2,5,4174.86,0,0,1,3,Standard Users,33.74,High,Retention Specialist - Standard Loyalty Offer,27.62
CUST-01411,36,One Year,219.42,3,18,3,7899.12,0,0,1,1,Frustrated/High-Support,55.68,High,Priority Support Follow-up - Technical Resolution,122.17
CUST-01412,36,Monthly,86.49,0,8,9,3113.64,0,0,0,3,Standard Users,34.83,High,Retention Specialist - Standard Loyalty Offer,30.12
CUST-01413,26,Two Year,396.04,3,12,1,10297.04,0,0,2,1,Frustrated/High-Support,44.01,High,Priority Support Follow-up - Technical Resolution,174.3
CUST-01414,43,Monthly,113.59,2,21,6,4884.37,0,0,0,2,Inactive/Low-Engagement,26.45,Medium,Product Reactivation Campaign - Feature Education,30.04
CUST-01415,27,One Year,448.14,1,7,2,12099.78,1,1,1,3,Standard Users,65.51,High,CRITICAL: Dedicated AM Outreach + Custom Discount,293.58
CUST-01416,5,Monthly,288.6,2,3,2,1443.0,0,0,0,3,Standard Users,70.84,High,Retention Specialist - Standard Loyalty Offer,204.44
CUST-01417,20,Two Year,476.81,1,20,9,9536.2,0,1,2,2,Inactive/Low-Engagement,9.57,Low,Customer Success - Standard Engagement,45.63
CUST-01418,11,Monthly,180.66,3,27,10,1987.26,0,0,0,2,Inactive/Low-Engagement,8.61,Low,Customer Success - Standard Engagement,15.55
CUST-01419,10,Monthly,254.44,2,30,2,2544.4,0,0,0,0,Power Users,13.57,Low,Customer Success - Standard Engagement,34.53
CUST-01420,40,One Year,362.41,0,8,9,14496.4,0,0,1,3,Standard Users,23.51,Medium,Automated Re-engagement Email Series,85.2
CUST-01421,38,One Year,424.36,2,6,8,16125.68,0,1,1,3,Standard Users,39.92,High,CRITICAL: Dedicated AM Outreach + Custom Discount,169.4
CUST-01422,6,Monthly,239.61,2,29,7,1437.66,0,0,0,2,Inactive/Low-Engagement,24.57,Medium,Product Reactivation Campaign - Feature Education,58.87
CUST-01423,8,One Year,451.59,1,30,8,3612.72,0,1,1,2,Inactive/Low-Engagement,12.79,Low,Customer Success - Standard Engagement,57.76
CUST-01424,23,One Year,103.09,1,20,9,2371.07,0,0,1,2,Inactive/Low-Engagement,11.01,Low,Customer Success - Standard Engagement,11.35
CUST-01425,47,Two Year,368.91,3,22,10,17338.77,0,0,2,2,Inactive/Low-Engagement,12.97,Low,Customer Success - Standard Engagement,47.85
CUST-01426,26,One Year,206.69,2,10,9,5373.94,1,0,1,2,Inactive/Low-Engagement,57.07,High,Product Reactivation Campaign - Feature Education,117.96
CUST-01427,46,Monthly,95.6,3,24,3,4397.6,0,0,0,0,Power Users,31.23,High,Retention Specialist - Standard Loyalty Offer,29.86
CUST-01428,43,Monthly,224.0,2,29,10,9632.0,0,0,0,2,Inactive/Low-Engagement,11.08,Low,Customer Success - Standard Engagement,24.82
CUST-01429,12,Two Year,446.1,2,14,1,5353.2,0,1,2,0,Power Users,41.76,High,CRITICAL: Dedicated AM Outreach + Custom Discount,186.29
CUST-01430,26,Two Year,491.24,1,12,8,12772.24,0,1,2,2,Inactive/Low-Engagement,24.53,Medium,Product Reactivation Campaign - Feature Education,120.5
CUST-01431,13,Monthly,226.76,2,2,10,2947.88,0,0,0,3,Standard Users,56.44,High,Retention Specialist - Standard Loyalty Offer,127.98
CUST-01432,40,Monthly,448.89,0,2,4,17955.6,1,1,0,3,Standard Users,73.73,High,CRITICAL: Dedicated AM Outreach + Custom Discount,330.97
CUST-01433,18,One Year,279.34,2,19,5,5028.12,0,0,1,0,Power Users,43.96,High,Retention Specialist - Standard Loyalty Offer,122.8
CUST-01434,25,Monthly,372.66,1,10,6,9316.5,1,0,0,3,Standard Users,53.77,High,Retention Specialist - Standard Loyalty Offer,200.38
CUST-01435,33,Monthly,70.42,1,25,6,2323.86,0,0,0,2,Inactive/Low-Engagement,22.13,Medium,Product Reactivation Campaign - Feature Education,15.58
CUST-01436,47,Monthly,300.79,2,22,7,14137.13,0,0,0,2,Inactive/Low-Engagement,29.01,Medium,Product Reactivation Campaign - Feature Education,87.26
CUST-01437,40,Monthly,81.57,2,20,10,3262.8,0,0,0,2,Inactive/Low-Engagement,15.15,Medium,Product Reactivation Campaign - Feature Education,12.36
CUST-01438,43,Monthly,170.88,0,4,3,7347.84,0,0,0,3,Standard Users,54.44,High,Retention Specialist - Standard Loyalty Offer,93.03
CUST-01439,12,One Year,305.07,2,19,2,3660.84,0,0,1,0,Power Users,42.55,High,Retention Specialist - Standard Loyalty Offer,129.81
CUST-01440,44,Monthly,413.22,2,23,9,18181.68,1,1,0,2,Inactive/Low-Engagement,30.29,High,CRITICAL: Dedicated AM Outreach + Custom Discount,125.16
CUST-01441,36,Monthly,302.4,3,18,2,10886.4,1,0,0,1,Frustrated/High-Support,70.83,High,Priority Support Follow-up - Technical Resolution,214.19
CUST-01442,48,Monthly,471.29,3,11,9,22621.92,0,1,0,1,Frustrated/High-Support,37.52,High,CRITICAL: Dedicated AM Outreach + Custom Discount,176.83
CUST-01443,4,Monthly,414.65,2,17,10,1658.6,0,1,0,2,Inactive/Low-Engagement,22.25,Medium,Product Reactivation Campaign - Feature Education,92.26
CUST-01444,5,Monthly,120.31,0,3,4,601.55,0,0,0,3,Standard Users,46.31,High,Retention Specialist - Standard Loyalty Offer,55.72
CUST-01445,56,Monthly,225.03,1,28,1,12601.68,0,0,0,0,Power Users,21.46,Medium,Automated Re-engagement Email Series,48.29
CUST-01446,37,One Year,350.82,5,7,3,12980.34,0,0,1,1,Frustrated/High-Support,66.02,High,Priority Support Follow-up - Technical Resolution,231.61
CUST-01447,8,Monthly,472.28,1,13,10,3778.24,1,1,0,2,Inactive/Low-Engagement,31.3,High,CRITICAL: Dedicated AM Outreach + Custom Discount,147.82
CUST-01448,42,Monthly,494.47,2,29,2,20767.74,0,1,0,0,Power Users,19.39,Medium,Automated Re-engagement Email Series,95.88
CUST-01449,49,Monthly,393.43,1,15,4,19278.07,0,0,0,0,Power Users,37.12,High,Retention Specialist - Standard Loyalty Offer,146.04
CUST-01450,28,One Year,308.2,2,19,2,8629.6,0,0,1,0,Power Users,45.25,High,Retention Specialist - Standard Loyalty Offer,139.46
CUST-01451,31,Two Year,390.47,3,7,10,12104.57,0,0,2,1,Frustrated/High-Support,20.21,Medium,Priority Support Follow-up - Technical Resolution,78.91
CUST-01452,58,Monthly,172.96,2,4,6,10031.68,0,0,0,3,Standard Users,46.76,High,Retention Specialist - Standard Loyalty Offer,80.88
CUST-01453,9,Two Year,177.62,1,8,10,1598.58,0,0,2,2,Inactive/Low-Engagement,20.66,Medium,Product Reactivation Campaign - Feature Education,36.7
CUST-01454,54,Monthly,344.46,1,1,1,18600.84,1,0,0,3,Standard Users,72.41,High,Retention Specialist - Standard Loyalty Offer,249.42
CUST-01455,51,Two Year,442.33,2,7,5,22558.83,0,1,2,3,Standard Users,46.37,High,CRITICAL: Dedicated AM Outreach + Custom Discount,205.11
CUST-01456,29,Monthly,486.41,1,6,9,14105.89,0,1,0,3,Standard Users,32.09,High,CRITICAL: Dedicated AM Outreach + Custom Discount,156.09
CUST-01457,14,One Year,203.6,1,17,1,2850.4,0,0,1,0,Power Users,47.11,High,Retention Specialist - Standard Loyalty Offer,95.92
CUST-01458,40,One Year,408.45,2,20,4,16338.0,0,0,1,0,Power Users,34.03,High,Retention Specialist - Standard Loyalty Offer,139.0
CUST-01459,41,Monthly,433.19,1,21,2,17760.79,0,1,0,0,Power Users,30.48,High,CRITICAL: Dedicated AM Outreach + Custom Discount,132.04
CUST-01460,22,Two Year,330.43,1,8,2,7269.46,1,0,2,3,Standard Users,71.89,High,Retention Specialist - Standard Loyalty Offer,237.55
CUST-01461,11,One Year,206.42,3,10,5,2270.62,1,0,1,1,Frustrated/High-Support,64.95,High,Priority Support Follow-up - Technical Resolution,134.07
CUST-01462,23,Monthly,328.59,0,11,2,7557.57,1,0,0,0,Power Users,64.94,High,Retention Specialist - Standard Loyalty Offer,213.39
CUST-01463,1,Monthly,313.0,2,7,5,313.0,0,0,0,3,Standard Users,60.17,High,Retention Specialist - Standard Loyalty Offer,188.33
CUST-01464,46,Monthly,322.94,2,30,1,14855.24,0,0,0,0,Power Users,12.59,Low,Customer Success - Standard Engagement,40.66
CUST-01465,37,Two Year,328.67,2,22,5,12160.79,0,0,2,0,Power Users,17.47,Medium,Automated Re-engagement Email Series,57.42
CUST-01466,21,One Year,431.18,3,26,3,9054.78,1,1,1,0,Power Users,28.2,Medium,Automated Re-engagement Email Series,121.59
CUST-01467,26,Monthly,126.54,2,30,2,3290.04,0,0,0,0,Power Users,17.03,Medium,Automated Re-engagement Email Series,21.55
CUST-01468,46,One Year,215.28,1,16,4,9902.88,0,0,1,0,Power Users,28.43,Medium,Automated Re-engagement Email Series,61.2
CUST-01469,36,Two Year,313.7,2,25,1,11293.2,0,0,2,0,Power Users,19.2,Medium,Automated Re-engagement Email Series,60.23
CUST-01470,54,One Year,177.5,0,18,3,9585.0,1,0,1,0,Power Users,39.35,High,Retention Specialist - Standard Loyalty Offer,69.85
CUST-01471,23,One Year,490.17,1,0,1,11273.91,0,1,1,3,Standard Users,55.39,High,CRITICAL: Dedicated AM Outreach + Custom Discount,271.51
CUST-01472,57,One Year,168.42,1,25,8,9599.94,0,0,1,2,Inactive/Low-Engagement,7.01,Low,Customer Success - Standard Engagement,11.81
CUST-01473,1,Monthly,261.33,0,21,5,261.33,0,0,0,0,Power Users,20.83,Medium,Automated Re-engagement Email Series,54.44
CUST-01474,54,Monthly,444.81,2,2,1,24019.74,0,1,0,3,Standard Users,65.38,High,CRITICAL: Dedicated AM Outreach + Custom Discount,290.82
CUST-01475,55,Two Year,86.03,0,30,2,4731.65,0,0,2,0,Power Users,14.45,Low,Customer Success - Standard Engagement,12.43
CUST-01476,51,Monthly,419.31,1,13,9,21384.81,0,1,0,2,Inactive/Low-Engagement,21.53,Medium,Product Reactivation Campaign - Feature Education,90.28
CUST-01477,40,Two Year,306.95,4,17,7,12278.0,0,0,2,1,Frustrated/High-Support,22.54,Medium,Priority Support Follow-up - Technical Resolution,69.19
CUST-01478,15,Monthly,64.31,1,28,3,964.65,0,0,0,0,Power Users,18.62,Medium,Automated Re-engagement Email Series,11.97
CUST-01479,21,Monthly,456.31,3,30,1,9582.51,0,1,0,0,Power Users,21.44,Medium,Automated Re-engagement Email Series,97.83
CUST-01480,47,Two Year,67.64,1,25,2,3179.08,0,0,2,0,Power Users,8.42,Low,Customer Success - Standard Engagement,5.7
CUST-01481,9,One Year,281.85,2,1,7,2536.65,0,0,1,3,Standard Users,46.22,High,Retention Specialist - Standard Loyalty Offer,130.27
CUST-01482,53,Monthly,72.06,1,7,8,3819.18,0,0,0,3,Standard Users,53.71,High,Retention Specialist - Standard Loyalty Offer,38.7
CUST-01483,9,One Year,82.04,1,30,5,738.36,0,0,1,0,Power Users,10.52,Low,Customer Success - Standard Engagement,8.63
CUST-01484,10,One Year,449.24,1,16,4,4492.4,0,1,1,0,Power Users,35.42,High,CRITICAL: Dedicated AM Outreach + Custom Discount,159.12
CUST-01485,52,One Year,394.62,3,8,10,20520.24,0,0,1,1,Frustrated/High-Support,27.3,Medium,Priority Support Follow-up - Technical Resolution,107.73
CUST-01486,57,Monthly,138.62,1,11,4,7901.34,0,0,0,3,Standard Users,42.9,High,Retention Specialist - Standard Loyalty Offer,59.47
CUST-01487,53,Two Year,329.21,2,6,5,17448.13,1,0,2,3,Standard Users,60.55,High,Retention Specialist - Standard Loyalty Offer,199.34
CUST-01488,26,Two Year,407.61,0,0,7,10597.86,0,0,2,3,Standard Users,39.78,High,Retention Specialist - Standard Loyalty Offer,162.15
CUST-01489,41,Monthly,450.32,0,20,7,18463.12,0,1,0,2,Inactive/Low-Engagement,10.17,Low,Customer Success - Standard Engagement,45.8
CUST-01490,35,Two Year,260.74,1,20,4,9125.9,1,0,2,0,Power Users,38.23,High,Retention Specialist - Standard Loyalty Offer,99.68
CUST-01491,52,Two Year,453.87,1,13,1,23601.24,0,1,2,0,Power Users,19.8,Medium,Automated Re-engagement Email Series,89.87
CUST-01492,25,One Year,278.53,3,1,5,6963.25,1,0,1,1,Frustrated/High-Support,82.79,High,Priority Support Follow-up - Technical Resolution,230.59
CUST-01493,26,One Year,359.7,0,16,7,9352.2,0,0,1,2,Inactive/Low-Engagement,24.04,Medium,Product Reactivation Campaign - Feature Education,86.47
CUST-01494,11,Monthly,490.56,0,6,4,5396.16,0,1,0,3,Standard Users,45.22,High,CRITICAL: Dedicated AM Outreach + Custom Discount,221.83
CUST-01495,38,Monthly,156.18,1,14,7,5934.84,0,0,0,2,Inactive/Low-Engagement,36.17,High,Product Reactivation Campaign - Feature Education,56.49
CUST-01496,2,One Year,125.83,2,30,8,251.66,0,0,1,2,Inactive/Low-Engagement,10.4,Low,Customer Success - Standard Engagement,13.09
CUST-01497,7,Two Year,203.91,0,27,2,1427.37,0,0,2,0,Power Users,17.6,Medium,Automated Re-engagement Email Series,35.89
CUST-01498,18,One Year,123.98,2,8,2,2231.64,1,0,1,3,Standard Users,76.86,High,Retention Specialist - Standard Loyalty Offer,95.29
CUST-01499,27,One Year,177.87,1,7,5,4802.49,0,0,1,3,Standard Users,60.43,High,Retention Specialist - Standard Loyalty Offer,107.49
CUST-01500,34,Monthly,384.34,1,6,3,13067.56,1,0,0,3,Standard Users,74.45,High,Retention Specialist - Standard Loyalty Offer,286.14
CUST-01501,27,Monthly,264.89,6,3,4,7152.03,1,0,0,1,Frustrated/High-Support,85.68,High,Priority Support Follow-up - Technical Resolution,226.96
CUST-01502,17,Monthly,218.77,1,9,1,3719.09,0,0,0,0,Power Users,62.65,High,Retention Specialist - Standard Loyalty Offer,137.06
CUST-01503,43,Monthly,215.93,1,6,4,9284.99,1,0,0,3,Standard Users,63.09,High,Retention Specialist - Standard Loyalty Offer,136.23
CUST-01504,59,One Year,137.54,2,14,4,8114.86,1,0,1,0,Power Users,53.18,High,Retention Specialist - Standard Loyalty Offer,73.14
CUST-01505,44,Monthly,251.34,1,29,4,11058.96,0,0,0,0,Power Users,17.86,Medium,Automated Re-engagement Email Series,44.89
CUST-01506,59,One Year,331.09,1,29,3,19534.31,0,0,1,0,Power Users,21.06,Medium,Automated Re-engagement Email Series,69.73
CUST-01507,51,Monthly,112.62,0,12,2,5743.62,0,0,0,0,Power Users,30.96,High,Retention Specialist - Standard Loyalty Offer,34.87
CUST-01508,54,One Year,487.77,2,7,4,26339.58,1,1,1,3,Standard Users,57.63,High,CRITICAL: Dedicated AM Outreach + Custom Discount,281.1
CUST-01509,24,One Year,249.48,3,8,8,5987.52,0,0,1,1,Frustrated/High-Support,59.01,High,Priority Support Follow-up - Technical Resolution,147.22
CUST-01510,25,Monthly,476.58,0,8,3,11914.5,0,1,0,3,Standard Users,44.79,High,CRITICAL: Dedicated AM Outreach + Custom Discount,213.46
CUST-01511,7,Monthly,110.6,1,4,6,774.2,0,0,0,3,Standard Users,56.93,High,Retention Specialist - Standard Loyalty Offer,62.96
CUST-01512,52,Monthly,395.25,3,20,2,20553.0,0,0,0,0,Power Users,58.22,High,Retention Specialist - Standard Loyalty Offer,230.11
CUST-01513,6,Two Year,327.94,0,5,1,1967.64,1,0,2,3,Standard Users,71.01,High,Retention Specialist - Standard Loyalty Offer,232.87
CUST-01514,53,Monthly,419.03,4,29,7,22208.59,0,1,0,1,Frustrated/High-Support,9.75,Low,Customer Success - Standard Engagement,40.86
CUST-01515,24,One Year,320.31,1,15,6,7687.44,0,0,1,2,Inactive/Low-Engagement,36.94,High,Product Reactivation Campaign - Feature Education,118.32
CUST-01516,33,Two Year,483.28,0,15,10,15948.24,0,1,2,2,Inactive/Low-Engagement,8.82,Low,Customer Success - Standard Engagement,42.63
CUST-01517,49,One Year,332.12,3,23,4,16273.88,0,0,1,1,Frustrated/High-Support,23.63,Medium,Priority Support Follow-up - Technical Resolution,78.48
CUST-01518,29,Monthly,403.07,3,13,7,11689.03,0,0,0,1,Frustrated/High-Support,51.52,High,Priority Support Follow-up - Technical Resolution,207.66
CUST-01519,43,Two Year,444.91,2,18,6,19131.13,0,1,2,2,Inactive/Low-Engagement,17.16,Medium,Product Reactivation Campaign - Feature Education,76.35
CUST-01520,22,Monthly,371.56,2,18,2,8174.32,0,0,0,0,Power Users,48.71,High,Retention Specialist - Standard Loyalty Offer,180.99
CUST-01521,26,Monthly,285.91,3,15,4,7433.66,0,0,0,1,Frustrated/High-Support,55.16,High,Priority Support Follow-up - Technical Resolution,157.71
CUST-01522,28,Two Year,172.77,1,26,9,4837.56,0,0,2,2,Inactive/Low-Engagement,6.43,Low,Customer Success - Standard Engagement,11.11
CUST-01523,50,One Year,434.52,1,4,8,21726.0,0,1,1,3,Standard Users,30.71,High,CRITICAL: Dedicated AM Outreach + Custom Discount,133.44
CUST-01524,21,Monthly,266.26,1,26,6,5591.46,0,0,0,2,Inactive/Low-Engagement,37.87,High,Product Reactivation Campaign - Feature Education,100.83
CUST-01525,49,Monthly,329.32,1,0,1,16136.68,0,0,0,3,Standard Users,75.54,High,Retention Specialist - Standard Loyalty Offer,248.77
CUST-01526,7,Monthly,85.65,2,4,7,599.55,1,0,0,3,Standard Users,62.85,High,Retention Specialist - Standard Loyalty Offer,53.83
CUST-01527,17,One Year,273.81,3,8,1,4654.77,1,0,1,1,Frustrated/High-Support,71.47,High,Priority Support Follow-up - Technical Resolution,195.69
CUST-01528,20,Monthly,364.17,1,20,8,7283.4,0,0,0,2,Inactive/Low-Engagement,41.48,High,Product Reactivation Campaign - Feature Education,151.06
CUST-01529,41,Two Year,312.83,0,6,3,12826.03,0,0,2,3,Standard Users,35.27,High,Retention Specialist - Standard Loyalty Offer,110.34
CUST-01530,49,Two Year,251.85,0,9,9,12340.65,0,0,2,3,Standard Users,27.38,Medium,Automated Re-engagement Email Series,68.96
CUST-01531,20,Two Year,150.54,2,24,5,3010.8,0,0,2,0,Power Users,21.93,Medium,Automated Re-engagement Email Series,33.01
CUST-01532,54,Monthly,189.35,1,23,6,10224.9,0,0,0,2,Inactive/Low-Engagement,28.08,Medium,Product Reactivation Campaign - Feature Education,53.17
CUST-01533,22,One Year,365.28,2,14,4,8036.16,0,0,1,0,Power Users,46.29,High,Retention Specialist - Standard Loyalty Offer,169.09
CUST-01534,28,Two Year,150.89,3,20,6,4224.92,0,0,2,1,Frustrated/High-Support,13.53,Low,Customer Success - Standard Engagement,20.42
CUST-01535,40,Two Year,329.78,0,11,9,13191.2,0,0,2,2,Inactive/Low-Engagement,20.86,Medium,Product Reactivation Campaign - Feature Education,68.79
CUST-01536,49,Monthly,315.38,3,12,7,15453.62,0,0,0,1,Frustrated/High-Support,40.16,High,Priority Support Follow-up - Technical Resolution,126.66
CUST-01537,7,Monthly,486.69,0,17,2,3406.83,0,1,0,0,Power Users,23.57,Medium,Automated Re-engagement Email Series,114.71
CUST-01538,1,Monthly,77.35,1,20,6,77.35,0,0,0,2,Inactive/Low-Engagement,27.73,Medium,Product Reactivation Campaign - Feature Education,21.45
CUST-01539,32,One Year,98.66,1,9,9,3157.12,0,0,1,3,Standard Users,24.81,Medium,Automated Re-engagement Email Series,24.48
CUST-01540,13,One Year,277.74,1,23,8,3610.62,1,0,1,2,Inactive/Low-Engagement,38.3,High,Product Reactivation Campaign - Feature Education,106.37
